,0
13184,1
13185,0
13186,1
13187,0
13188,0
13189,0
13190,0
13191,0
13192,1
13193,1
13194,0
13195,1
13196,1
13197,1
13198,1
13199,1
13200,0
13201,0
13202,0
13203,0
13204,0
13205,0
13206,0
13207,0
13208,1
13209,1
13210,0
13211,0
13212,0
13213,0
13214,0
13215,0
13216,0
13217,0
13218,1
13219,0
13220,1
13221,1
13222,1
13223,0
13224,0
13225,1
13226,0
13227,0
13228,1
13229,1
13230,0
13231,0
13232,1
13233,1
13234,0
13235,0
13236,0
13237,0
13238,1
13239,1
13240,0
13241,0
13242,1
13243,1
13244,0
13245,1
13246,0
13247,0
13248,1
13249,0
13250,0
13251,0
13252,0
13253,0
13254,1
13255,1
13256,0
13257,0
13258,0
13259,1
13260,1
13261,1
13262,0
13263,1
13264,1
13265,1
13266,0
13267,1
13268,0
13269,0
13270,1
13271,1
13272,1
13273,1
13274,1
13275,1
13276,0
13277,0
13278,1
13279,0
13280,1
13281,0
13282,1
13283,1
13284,1
13285,0
13286,0
13287,0
13288,0
13289,1
13290,1
13291,0
13292,0
13293,0
13294,1
13295,0
13296,1
13297,1
13298,0
13299,0
13300,0
13301,0
13302,1
13303,0
13304,0
13305,0
13306,0
13307,1
13308,1
13309,0
13310,0
13311,0
13312,0
13313,0
13314,0
13315,1
13316,0
13317,0
13318,1
13319,1
13320,1
13321,0
13322,0
13323,1
13324,1
13325,0
13326,1
13327,0
13328,0
13329,1
13330,0
13331,0
13332,1
13333,1
13334,0
13335,0
13336,1
13337,1
13338,0
13339,1
13340,1
13341,0
13342,0
13343,0
13344,1
13345,0
13346,0
13347,0
13348,0
13349,1
13350,0
13351,0
13352,0
13353,1
13354,0
13355,0
13356,0
13357,1
13358,0
13359,1
13360,1
13361,0
13362,0
13363,0
13364,0
13365,0
13366,1
13367,1
13368,0
13369,1
13370,0
13371,0
13372,0
13373,1
13374,0
13375,1
13376,0
13377,1
13378,1
13379,1
13380,1
13381,0
13382,0
13383,0
13384,1
13385,1
13386,0
13387,1
13388,0
13389,0
13390,1
13391,0
13392,0
13393,0
13394,1
13395,0
13396,1
13397,1
13398,1
13399,0
13400,0
13401,1
13402,1
13403,0
13404,0
13405,0
13406,0
13407,1
13408,1
13409,1
13410,0
13411,1
13412,1
13413,1
13414,1
13415,1
13416,1
13417,0
13418,0
13419,1
13420,1
13421,1
13422,0
13423,1
13424,0
13425,1
13426,1
13427,0
13428,0
13429,1
13430,1
13431,1
13432,0
13433,0
13434,0
13435,1
13436,0
13437,0
13438,1
13439,0
13440,0
13441,0
13442,0
13443,1
13444,1
13445,0
13446,1
13447,0
13448,0
13449,0
13450,0
13451,1
13452,1
13453,0
13454,1
13455,0
13456,0
13457,1
13458,0
13459,1
13460,0
13461,1
13462,0
13463,0
13464,1
13465,0
13466,0
13467,1
13468,0
13469,0
13470,0
13471,0
13472,0
13473,1
13474,0
13475,0
13476,0
13477,1
13478,1
13479,1
13480,0
13481,1
13482,0
13483,0
13484,1
13485,1
13486,1
13487,0
13488,1
13489,1
13490,1
13491,1
13492,1
13493,1
13494,0
13495,0
13496,0
13497,0
13498,0
13499,1
13500,0
13501,0
13502,1
13503,0
13504,1
13505,1
13506,1
13507,1
13508,1
13509,0
13510,0
13511,1
13512,1
13513,1
13514,1
13515,0
13516,1
13517,0
13518,0
13519,1
13520,1
13521,1
13522,1
13523,1
13524,1
13525,0
13526,1
13527,0
13528,0
13529,0
13530,1
13531,0
13532,0
13533,0
13534,1
13535,0
13536,0
13537,0
13538,1
13539,0
13540,1
13541,1
13542,0
13543,1
13544,0
13545,1
13546,1
13547,0
13548,0
13549,0
13550,1
13551,1
13552,0
13553,1
13554,0
13555,1
13556,0
13557,1
13558,0
13559,0
13560,1
13561,0
13562,0
13563,1
13564,0
13565,1
13566,0
13567,0
13568,0
13569,0
13570,1
13571,1
13572,0
13573,1
13574,0
13575,1
13576,1
13577,0
13578,0
13579,0
13580,1
13581,1
13582,0
13583,0
13584,0
13585,1
13586,0
13587,0
13588,1
13589,0
13590,0
13591,1
13592,0
13593,0
13594,0
13595,1
13596,0
13597,1
13598,0
13599,1
13600,1
13601,0
13602,1
13603,0
13604,0
13605,0
13606,1
13607,1
13608,1
13609,1
13610,0
13611,1
13612,1
13613,1
13614,0
13615,0
13616,1
13617,1
13618,0
13619,1
13620,0
13621,0
13622,0
13623,0
13624,0
13625,1
13626,1
13627,0
13628,1
13629,0
13630,0
13631,0
13632,1
13633,1
13634,1
13635,1
13636,1
13637,1
13638,0
13639,0
13640,1
13641,0
13642,1
13643,1
13644,1
13645,0
13646,1
13647,1
13648,1
13649,1
13650,1
13651,0
13652,0
13653,0
13654,1
13655,1
13656,1
13657,1
13658,0
13659,1
13660,0
13661,0
13662,1
13663,0
13664,1
13665,0
13666,0
13667,0
13668,1
13669,0
13670,1
13671,0
13672,1
13673,1
13674,0
13675,1
13676,0
13677,0
13678,0
13679,0
13680,1
13681,0
13682,0
13683,0
13684,0
13685,0
13686,0
13687,1
13688,1
13689,0
13690,0
13691,0
13692,0
13693,0
13694,1
13695,0
13696,0
13697,0
13698,1
13699,0
13700,1
13701,1
13702,1
13703,0
13704,1
13705,1
13706,1
13707,0
13708,1
13709,0
13710,1
13711,0
13712,0
13713,1
13714,0
13715,1
13716,1
13717,0
13718,0
13719,0
13720,1
13721,1
13722,1
13723,0
13724,0
13725,0
13726,0
13727,1
13728,0
13729,1
13730,0
13731,1
13732,1
13733,1
13734,0
13735,1
13736,1
13737,0
13738,1
13739,1
13740,1
13741,0
13742,0
13743,1
13744,1
13745,0
13746,1
13747,1
13748,0
13749,0
13750,1
13751,1
13752,0
13753,0
13754,0
13755,1
13756,0
13757,0
13758,1
13759,1
13760,0
13761,0
13762,0
13763,1
13764,0
13765,0
13766,0
13767,1
13768,1
13769,1
13770,1
13771,1
13772,1
13773,0
13774,0
13775,0
13776,1
13777,0
13778,0
13779,0
13780,0
13781,0
13782,1
13783,0
13784,1
13785,0
13786,1
13787,1
13788,1
13789,0
13790,1
13791,0
13792,0
13793,0
13794,1
13795,0
13796,0
13797,0
13798,0
13799,0
13800,1
13801,1
13802,0
13803,0
13804,1
13805,0
13806,0
13807,0
13808,0
13809,0
13810,0
13811,0
13812,1
13813,1
13814,1
13815,1
13816,1
13817,0
13818,0
13819,0
13820,0
13821,0
13822,0
13823,1
13824,0
13825,1
13826,0
13827,1
13828,0
13829,0
13830,1
13831,0
13832,1
13833,1
13834,1
13835,0
13836,0
13837,1
13838,1
13839,0
13840,0
13841,0
13842,0
13843,0
13844,1
13845,0
13846,1
13847,1
13848,0
13849,0
13850,1
13851,0
13852,0
13853,0
13854,1
13855,1
13856,0
13857,0
13858,1
13859,1
13860,1
13861,1
13862,0
13863,0
13864,0
13865,0
13866,1
13867,0
13868,0
13869,1
13870,1
13871,1
13872,1
13873,1
13874,1
13875,0
13876,1
13877,1
13878,0
13879,0
13880,1
13881,1
13882,1
13883,0
13884,0
13885,1
13886,0
13887,1
13888,0
13889,0
13890,1
13891,1
13892,1
13893,0
13894,0
13895,0
13896,1
13897,0
13898,0
13899,0
13900,0
13901,0
13902,1
13903,0
13904,1
13905,1
13906,1
13907,0
13908,1
13909,1
13910,0
13911,0
13912,1
13913,0
13914,0
13915,1
13916,0
13917,0
13918,1
13919,1
13920,0
13921,0
13922,1
13923,0
13924,1
13925,0
13926,0
13927,1
13928,0
13929,1
13930,1
13931,0
13932,0
13933,0
13934,1
13935,0
13936,1
13937,1
13938,1
13939,1
13940,0
13941,0
13942,1
13943,1
13944,0
13945,1
13946,0
13947,0
13948,0
13949,1
13950,0
13951,0
13952,1
13953,0
13954,1
13955,0
13956,0
13957,0
13958,1
13959,0
13960,1
13961,1
13962,1
13963,0
13964,1
13965,0
13966,1
13967,0
13968,1
13969,0
13970,1
13971,0
13972,1
13973,0
13974,0
13975,0
13976,0
13977,0
13978,0
13979,1
13980,1
13981,1
13982,0
13983,0
13984,0
13985,0
13986,0
13987,1
13988,1
13989,0
13990,1
13991,1
13992,0
13993,1
13994,1
13995,1
13996,1
13997,1
13998,0
13999,0
14000,0
14001,0
14002,0
14003,1
14004,1
14005,1
14006,1
14007,0
14008,0
14009,0
14010,1
14011,0
14012,0
14013,1
14014,1
14015,1
14016,0
14017,0
14018,0
14019,0
14020,0
14021,0
14022,1
14023,1
14024,0
14025,1
14026,1
14027,1
14028,0
14029,0
14030,0
14031,0
14032,1
14033,1
14034,0
14035,0
14036,1
14037,0
14038,1
14039,1
14040,0
14041,0
14042,1
14043,1
14044,1
14045,0
14046,1
14047,0
14048,1
14049,1
14050,0
14051,0
14052,0
14053,1
14054,0
14055,0
14056,1
14057,0
14058,0
14059,1
14060,0
14061,1
14062,0
14063,1
14064,0
14065,1
14066,0
14067,1
14068,1
14069,0
14070,1
14071,1
14072,1
14073,1
14074,1
14075,0
14076,1
14077,0
14078,0
14079,1
14080,0
14081,0
14082,1
14083,0
14084,0
14085,0
14086,1
14087,1
14088,0
14089,0
14090,0
14091,0
14092,0
14093,0
14094,0
14095,0
14096,1
14097,1
14098,1
14099,1
14100,0
14101,0
14102,0
14103,1
14104,1
14105,1
14106,1
14107,0
14108,1
14109,1
14110,1
14111,0
14112,0
14113,1
14114,1
14115,1
14116,0
14117,1
14118,0
14119,0
14120,0
14121,0
14122,0
14123,0
14124,0
14125,1
14126,0
14127,0
14128,1
14129,1
14130,1
14131,0
14132,0
14133,0
14134,0
14135,1
14136,0
14137,0
14138,1
14139,0
14140,0
14141,0
14142,1
14143,0
14144,1
14145,0
14146,0
14147,0
14148,0
14149,0
14150,1
14151,0
14152,0
14153,0
14154,1
14155,0
14156,1
14157,0
14158,0
14159,0
14160,0
14161,0
14162,1
14163,0
14164,0
14165,0
14166,1
14167,1
14168,1
14169,0
14170,1
14171,0
14172,0
14173,1
14174,0
14175,1
14176,0
14177,0
14178,1
14179,1
14180,1
14181,0
14182,0
14183,0
14184,1
14185,1
14186,1
14187,0
14188,1
14189,1
14190,1
14191,1
14192,1
14193,0
14194,0
14195,1
14196,0
14197,1
14198,0
14199,0
14200,0
14201,1
14202,1
14203,0
14204,0
14205,1
14206,0
14207,1
14208,0
14209,0
14210,1
14211,1
14212,1
14213,0
14214,1
14215,1
14216,0
14217,0
14218,0
14219,0
14220,0
14221,1
14222,0
14223,0
14224,0
14225,1
14226,1
14227,0
14228,0
14229,1
14230,0
14231,0
14232,0
14233,0
14234,1
14235,0
14236,0
14237,1
14238,0
14239,0
14240,0
14241,1
14242,0
14243,0
14244,0
14245,1
14246,1
14247,0
14248,1
14249,0
14250,1
14251,1
14252,0
14253,0
14254,1
14255,0
14256,1
14257,0
14258,0
14259,0
14260,0
14261,0
14262,0
14263,1
14264,1
14265,0
14266,0
14267,0
14268,1
14269,0
14270,0
14271,0
14272,1
14273,0
14274,0
14275,0
14276,1
14277,0
14278,1
14279,1
14280,0
14281,1
14282,1
14283,0
14284,0
14285,0
14286,1
14287,0
14288,1
14289,1
14290,0
14291,1
14292,1
14293,0
14294,0
14295,0
14296,0
14297,1
14298,0
14299,0
14300,0
14301,1
14302,0
14303,1
14304,1
14305,1
14306,1
14307,0
14308,0
14309,1
14310,0
14311,0
14312,0
14313,1
14314,0
14315,0
14316,0
14317,1
14318,0
14319,0
14320,0
14321,1
14322,0
14323,1
14324,1
14325,0
14326,0
14327,1
14328,1
14329,1
14330,1
14331,1
14332,0
14333,1
14334,1
14335,0
14336,0
14337,0
14338,1
14339,1
14340,0
14341,0
14342,0
14343,1
14344,1
14345,0
14346,1
14347,1
14348,0
14349,0
14350,0
14351,0
14352,1
14353,1
14354,1
14355,0
14356,0
14357,1
14358,0
14359,0
14360,0
14361,0
14362,0
14363,1
14364,1
14365,0
14366,1
14367,0
14368,1
14369,1
14370,0
14371,0
14372,1
14373,1
14374,1
14375,0
14376,0
14377,0
14378,1
14379,0
14380,0
14381,0
14382,0
14383,1
14384,1
14385,1
14386,1
14387,1
14388,1
14389,1
14390,0
14391,1
14392,1
14393,1
14394,1
14395,0
14396,1
14397,1
14398,0
14399,0
14400,0
14401,1
14402,0
14403,1
14404,1
14405,0
14406,0
14407,0
14408,1
14409,0
14410,0
14411,0
14412,1
14413,1
14414,1
14415,0
14416,0
14417,1
14418,0
14419,1
14420,0
14421,0
14422,0
14423,0
14424,0
14425,0
14426,0
14427,1
14428,0
14429,1
14430,1
14431,1
14432,1
14433,1
14434,1
14435,1
14436,0
14437,1
14438,1
14439,1
14440,0
14441,1
14442,0
14443,0
14444,1
14445,0
14446,1
14447,0
14448,1
14449,1
14450,1
14451,0
14452,0
14453,1
14454,0
14455,1
14456,1
14457,0
14458,1
14459,1
14460,1
14461,0
14462,1
14463,0
14464,0
14465,1
14466,0
14467,1
14468,1
14469,0
14470,0
14471,0
14472,0
14473,1
14474,1
14475,0
14476,1
14477,0
14478,0
14479,1
14480,1
14481,0
14482,0
14483,0
14484,1
14485,1
14486,1
14487,0
14488,0
14489,0
14490,1
14491,0
14492,0
14493,1
14494,0
14495,1
14496,0
14497,0
14498,0
14499,0
14500,1
14501,0
14502,0
14503,0
14504,1
14505,0
14506,0
14507,1
14508,0
14509,0
14510,0
14511,0
14512,1
14513,1
14514,0
14515,0
14516,0
14517,0
14518,1
14519,0
14520,0
14521,1
14522,1
14523,0
14524,0
14525,1
14526,1
14527,1
14528,0
14529,0
14530,1
14531,1
14532,1
14533,1
14534,1
14535,0
14536,1
14537,0
14538,0
14539,1
14540,0
14541,0
14542,0
14543,1
14544,0
14545,1
14546,0
14547,1
14548,1
14549,0
14550,0
14551,0
14552,1
14553,0
14554,1
14555,1
14556,1
14557,0
14558,0
14559,1
14560,1
14561,1
14562,1
14563,0
14564,1
14565,1
14566,0
14567,0
14568,0
14569,1
14570,0
14571,0
14572,1
14573,1
14574,0
14575,0
14576,0
14577,0
14578,0
14579,1
14580,0
14581,0
14582,1
14583,1
14584,0
14585,1
14586,1
14587,0
14588,1
14589,0
14590,1
14591,0
14592,1
14593,0
14594,0
14595,0
14596,1
14597,0
14598,1
14599,0
14600,0
14601,0
14602,1
14603,0
14604,0
14605,1
14606,1
14607,1
14608,0
14609,0
14610,0
14611,0
14612,0
14613,1
14614,0
14615,1
14616,1
14617,0
14618,1
14619,0
14620,1
14621,0
14622,1
14623,0
14624,0
14625,1
14626,0
14627,0
14628,1
14629,1
14630,0
14631,0
14632,1
14633,1
14634,0
14635,0
14636,0
14637,0
14638,1
14639,0
14640,0
14641,1
14642,0
14643,0
14644,1
14645,1
14646,0
14647,0
14648,0
14649,1
14650,1
14651,1
14652,1
14653,0
14654,0
14655,1
14656,1
14657,0
14658,1
14659,0
14660,0
14661,1
14662,1
14663,0
14664,1
14665,0
14666,1
14667,1
14668,0
14669,1
14670,0
14671,1
14672,1
14673,0
14674,0
14675,0
14676,0
14677,0
14678,1
14679,0
14680,1
14681,0
14682,1
14683,1
14684,1
14685,1
14686,1
14687,1
14688,0
14689,0
14690,0
14691,0
14692,0
14693,1
14694,0
14695,0
14696,0
14697,0
14698,1
14699,1
14700,0
14701,1
14702,1
14703,0
14704,0
14705,1
14706,1
14707,1
14708,1
14709,0
14710,0
14711,1
14712,0
14713,0
14714,0
14715,0
14716,1
14717,0
14718,0
14719,0
14720,1
14721,0
14722,0
14723,0
14724,0
14725,0
14726,0
14727,0
14728,0
14729,0
14730,0
14731,1
14732,0
14733,0
14734,1
14735,0
14736,1
14737,1
14738,0
14739,1
14740,0
14741,0
14742,1
14743,1
14744,1
14745,0
14746,1
14747,0
14748,0
14749,1
14750,0
14751,1
14752,0
14753,0
14754,1
14755,0
14756,0
14757,1
14758,1
14759,1
14760,0
14761,0
14762,1
14763,1
14764,1
14765,0
14766,1
14767,0
14768,1
14769,0
14770,0
14771,0
14772,1
14773,0
14774,1
14775,0
14776,1
14777,1
14778,0
14779,0
14780,0
14781,1
14782,0
14783,0
14784,0
14785,0
14786,0
14787,0
14788,1
14789,1
14790,1
14791,1
14792,1
14793,1
14794,1
14795,1
14796,0
14797,0
14798,0
14799,0
14800,0
14801,0
14802,0
14803,0
14804,0
14805,1
14806,1
14807,1
14808,0
14809,1
14810,1
14811,0
14812,1
14813,0
14814,0
14815,0
14816,0
14817,0
14818,0
14819,1
14820,0
14821,0
14822,0
14823,1
14824,1
14825,1
14826,1
14827,1
14828,0
14829,1
14830,1
14831,1
14832,0
14833,0
14834,0
14835,0
14836,1
14837,0
14838,0
14839,0
14840,0
14841,1
14842,0
14843,1
14844,0
14845,0
14846,0
14847,1
14848,0
14849,0
14850,0
14851,0
14852,1
14853,1
14854,1
14855,1
14856,1
14857,0
14858,1
14859,1
14860,0
14861,0
14862,1
14863,1
14864,1
14865,0
14866,0
14867,1
14868,1
14869,1
14870,1
14871,0
14872,1
14873,0
14874,0
14875,0
14876,0
14877,0
14878,0
14879,1
14880,1
14881,0
14882,1
14883,1
14884,0
14885,1
14886,0
14887,1
14888,0
14889,1
14890,1
14891,1
14892,1
14893,0
14894,1
14895,0
14896,0
14897,0
14898,0
14899,0
14900,1
14901,1
14902,1
14903,0
14904,0
14905,0
14906,1
14907,1
14908,1
14909,1
14910,1
14911,0
14912,0
14913,0
14914,0
14915,1
14916,0
14917,1
14918,1
14919,1
14920,1
14921,1
14922,0
14923,1
14924,0
14925,0
14926,0
14927,1
14928,0
14929,0
14930,1
14931,0
14932,1
14933,0
14934,0
14935,0
14936,0
14937,0
14938,0
14939,1
14940,1
14941,0
14942,1
14943,0
14944,0
14945,0
14946,0
14947,0
14948,1
14949,0
14950,0
14951,0
14952,0
14953,0
14954,0
14955,1
14956,0
14957,0
14958,0
14959,1
14960,0
14961,1
14962,0
14963,0
14964,1
14965,0
14966,1
14967,1
14968,1
14969,1
14970,1
14971,0
14972,1
14973,0
14974,1
14975,1
14976,0
14977,1
14978,1
14979,1
14980,1
14981,1
14982,0
14983,0
14984,1
14985,0
14986,0
14987,1
14988,0
14989,1
14990,0
14991,1
14992,1
14993,0
14994,1
14995,0
14996,1
14997,0
14998,0
14999,1
15000,1
15001,0
15002,1
15003,0
15004,0
15005,1
15006,1
15007,0
15008,1
15009,1
15010,1
15011,1
15012,0
15013,1
15014,1
15015,0
15016,0
15017,1
15018,1
15019,0
15020,0
15021,0
15022,0
15023,0
15024,0
15025,0
15026,1
15027,0
15028,0
15029,0
15030,0
15031,0
15032,1
15033,1
15034,1
15035,0
15036,0
15037,1
15038,0
15039,0
15040,0
15041,0
15042,0
15043,0
15044,1
15045,0
15046,1
15047,0
15048,1
15049,0
15050,0
15051,0
15052,0
15053,0
15054,1
15055,1
15056,0
15057,1
15058,1
15059,1
15060,1
15061,1
15062,0
15063,0
15064,0
15065,1
15066,0
15067,1
15068,0
15069,0
15070,0
15071,0
15072,1
15073,0
15074,0
15075,0
15076,1
15077,1
15078,0
15079,1
15080,1
15081,1
15082,1
15083,1
15084,1
15085,0
15086,0
15087,1
15088,1
15089,1
15090,1
15091,1
15092,0
15093,1
15094,0
15095,1
15096,1
15097,1
15098,1
15099,0
15100,1
15101,1
15102,0
15103,1
15104,0
15105,1
15106,1
15107,0
15108,1
15109,1
15110,1
15111,0
15112,1
15113,1
15114,0
15115,0
15116,1
15117,0
15118,1
15119,1
15120,1
15121,1
15122,1
15123,1
15124,0
15125,1
15126,0
15127,0
15128,0
15129,0
15130,0
15131,1
15132,0
15133,1
15134,1
15135,0
15136,1
15137,1
15138,0
15139,0
15140,1
15141,1
15142,0
15143,0
15144,1
15145,0
15146,1
15147,1
15148,0
15149,0
15150,1
15151,0
15152,0
15153,0
15154,0
15155,0
15156,1
15157,0
15158,1
15159,1
15160,1
15161,0
15162,0
15163,0
15164,0
15165,1
15166,0
15167,0
15168,0
15169,0
15170,0
15171,0
15172,1
15173,1
15174,0
15175,1
15176,0
15177,0
15178,1
15179,0
15180,1
15181,0
15182,0
15183,0
15184,1
15185,1
15186,1
15187,1
15188,1
15189,1
15190,0
15191,0
15192,1
15193,0
15194,0
15195,0
15196,1
15197,0
15198,0
15199,1
15200,1
15201,1
15202,1
15203,0
15204,0
15205,0
15206,0
15207,1
15208,0
15209,0
15210,1
15211,0
15212,0
15213,1
15214,1
15215,1
15216,0
15217,0
15218,1
15219,1
15220,1
15221,0
15222,1
15223,0
15224,0
15225,0
15226,1
15227,1
15228,0
15229,0
15230,1
15231,0
15232,1
15233,0
15234,1
15235,1
15236,0
15237,0
15238,0
15239,1
15240,1
15241,1
15242,1
15243,1
15244,1
15245,0
15246,0
15247,1
15248,1
15249,0
15250,1
15251,1
15252,0
15253,1
15254,0
15255,0
15256,0
15257,0
15258,1
15259,1
15260,0
15261,1
15262,1
15263,0
15264,0
15265,0
15266,1
15267,0
15268,1
15269,1
15270,0
15271,0
15272,1
15273,0
15274,0
15275,1
15276,0
15277,1
15278,0
15279,1
15280,1
15281,1
15282,1
15283,1
15284,0
15285,1
15286,1
15287,0
15288,1
15289,1
15290,0
15291,0
15292,0
15293,1
15294,0
15295,1
15296,0
15297,0
15298,1
15299,1
15300,1
15301,0
15302,0
15303,1
15304,0
15305,0
15306,1
15307,0
15308,0
15309,1
15310,1
15311,0
15312,0
15313,1
15314,1
15315,0
15316,1
15317,1
15318,0
15319,1
15320,0
15321,1
15322,1
15323,1
15324,1
15325,1
15326,0
15327,0
15328,1
15329,0
15330,0
15331,0
15332,0
15333,1
15334,1
15335,0
15336,0
15337,1
15338,1
15339,0
15340,1
15341,1
15342,0
15343,1
15344,0
15345,1
15346,0
15347,0
15348,1
15349,0
15350,0
15351,0
15352,0
15353,0
15354,0
15355,0
15356,0
15357,1
15358,0
15359,1
15360,1
15361,1
15362,1
15363,1
15364,0
15365,0
15366,0
15367,1
15368,1
15369,0
15370,1
15371,0
15372,0
15373,0
15374,1
15375,0
15376,1
15377,0
15378,0
15379,0
15380,0
15381,1
15382,0
15383,1
15384,0
15385,1
15386,0
15387,1
15388,0
15389,1
15390,0
15391,1
15392,0
15393,1
15394,1
15395,1
15396,0
15397,0
15398,1
15399,0
15400,0
15401,1
15402,0
15403,1
15404,0
15405,1
15406,1
15407,1
15408,1
15409,0
15410,0
15411,0
15412,0
15413,1
15414,0
15415,1
15416,1
15417,0
15418,0
15419,0
15420,0
15421,1
15422,0
15423,1
15424,1
15425,1
15426,0
15427,0
15428,1
15429,0
15430,1
15431,1
15432,1
15433,1
15434,1
15435,1
15436,1
15437,1
15438,0
15439,1
15440,0
15441,1
15442,1
15443,0
15444,1
15445,0
15446,0
15447,1
15448,0
15449,0
15450,1
15451,0
15452,1
15453,0
15454,1
15455,0
15456,0
15457,0
15458,1
15459,1
15460,1
15461,1
15462,1
15463,1
15464,0
15465,1
15466,1
15467,0
15468,1
15469,0
15470,1
15471,0
15472,0
15473,0
15474,1
15475,0
15476,1
15477,0
15478,1
15479,1
15480,0
15481,1
15482,1
15483,0
15484,0
15485,1
15486,0
15487,1
15488,0
15489,0
15490,1
15491,0
15492,0
15493,1
15494,1
15495,1
15496,0
15497,0
15498,1
15499,1
15500,0
15501,0
15502,0
15503,0
15504,0
15505,0
15506,1
15507,0
15508,1
15509,1
15510,0
15511,0
15512,1
15513,0
15514,1
15515,1
15516,0
15517,0
15518,1
15519,0
15520,0
15521,0
15522,1
15523,0
15524,0
15525,1
15526,0
15527,0
15528,0
15529,0
15530,0
15531,1
15532,0
15533,1
15534,1
15535,0
15536,1
15537,1
15538,1
15539,0
15540,0
15541,0
15542,0
15543,0
15544,1
15545,1
15546,1
15547,1
15548,1
15549,1
15550,0
15551,1
15552,0
15553,1
15554,1
15555,0
15556,0
15557,1
15558,1
15559,1
15560,1
15561,0
15562,0
15563,1
15564,1
15565,1
15566,0
15567,1
15568,0
15569,1
15570,0
15571,0
15572,1
15573,0
15574,1
15575,0
15576,0
15577,1
15578,1
15579,0
15580,1
15581,0
15582,1
15583,1
15584,0
15585,0
15586,1
15587,1
15588,0
15589,1
15590,1
15591,0
15592,0
15593,1
15594,1
15595,0
15596,0
15597,0
15598,1
15599,1
15600,1
15601,0
15602,0
15603,0
15604,0
15605,0
15606,0
15607,1
15608,1
15609,1
15610,0
15611,1
15612,1
15613,0
15614,0
15615,1
15616,0
15617,0
15618,0
15619,1
15620,0
15621,1
15622,1
15623,0
15624,0
15625,1
15626,0
15627,1
15628,1
15629,1
15630,0
15631,1
15632,0
15633,0
15634,1
15635,0
15636,1
15637,1
15638,0
15639,0
15640,0
15641,1
15642,0
15643,1
15644,1
15645,0
15646,0
15647,1
15648,0
15649,1
15650,1
15651,0
15652,1
15653,1
15654,1
15655,0
15656,0
15657,0
15658,1
15659,0
15660,0
15661,1
15662,0
15663,0
15664,1
15665,1
15666,1
15667,1
15668,0
15669,1
15670,0
15671,1
15672,0
15673,1
15674,0
15675,0
15676,1
15677,0
15678,0
15679,0
15680,1
15681,1
15682,1
15683,0
15684,1
15685,1
15686,0
15687,1
15688,0
15689,1
15690,1
15691,1
15692,1
15693,1
15694,1
15695,0
15696,0
15697,0
15698,1
15699,0
15700,1
15701,1
15702,1
15703,1
15704,1
15705,0
15706,1
15707,1
15708,0
15709,1
15710,1
15711,1
15712,1
15713,0
15714,0
15715,0
15716,1
15717,1
15718,0
15719,0
15720,1
15721,0
15722,0
15723,0
15724,0
15725,0
15726,0
15727,0
15728,0
15729,0
15730,0
15731,1
15732,0
15733,1
15734,1
15735,1
15736,1
15737,1
15738,1
15739,0
15740,0
15741,1
15742,1
15743,0
15744,0
15745,1
15746,0
15747,1
15748,1
15749,0
15750,0
15751,0
15752,1
15753,0
15754,0
15755,0
15756,1
15757,1
15758,0
15759,1
15760,0
15761,0
15762,1
15763,1
15764,1
15765,0
15766,0
15767,0
15768,0
15769,0
15770,1
15771,1
15772,0
15773,1
15774,0
15775,0
15776,1
15777,0
15778,0
15779,0
15780,0
15781,1
15782,0
15783,1
15784,0
15785,0
15786,0
15787,0
15788,1
15789,0
15790,1
15791,1
15792,1
15793,1
15794,0
15795,0
15796,0
15797,1
15798,1
15799,1
15800,0
15801,0
15802,1
15803,0
15804,0
15805,0
15806,1
15807,0
15808,0
15809,0
15810,1
15811,0
15812,1
15813,1
15814,1
15815,0
15816,1
15817,0
15818,0
15819,0
15820,1
15821,1
15822,1
15823,0
15824,1
15825,0
15826,0
15827,0
15828,0
15829,1
15830,0
15831,0
15832,0
15833,1
15834,1
15835,0
15836,1
15837,1
15838,0
15839,1
15840,1
15841,0
15842,1
15843,1
15844,1
15845,0
15846,0
15847,1
15848,0
15849,1
15850,1
15851,1
15852,0
15853,1
15854,1
15855,1
15856,0
15857,0
15858,0
15859,1
15860,0
15861,1
15862,0
15863,0
15864,1
15865,0
15866,0
15867,1
15868,0
15869,1
15870,1
15871,0
15872,0
15873,1
15874,1
15875,0
15876,0
15877,0
15878,1
15879,0
15880,1
15881,0
15882,1
15883,1
15884,1
15885,0
15886,1
15887,0
15888,0
15889,0
15890,1
15891,1
15892,0
15893,1
15894,1
15895,1
15896,0
15897,0
15898,0
15899,1
15900,1
15901,0
15902,1
15903,1
15904,0
15905,0
15906,1
15907,1
15908,1
15909,0
15910,0
15911,1
15912,1
15913,1
15914,1
15915,0
15916,0
15917,0
15918,1
15919,1
15920,1
15921,1
15922,1
15923,1
15924,1
15925,0
15926,0
15927,0
15928,0
15929,0
15930,0
15931,1
15932,1
15933,0
15934,1
15935,0
15936,1
15937,1
15938,1
15939,0
15940,1
15941,1
15942,1
15943,0
15944,1
15945,0
15946,1
15947,0
15948,1
15949,0
15950,1
15951,0
15952,0
15953,1
15954,0
15955,1
15956,0
15957,0
15958,0
15959,0
15960,1
15961,0
15962,0
15963,1
15964,1
15965,0
15966,0
15967,1
15968,1
15969,0
15970,0
15971,1
15972,0
15973,0
15974,0
15975,0
15976,1
15977,0
15978,1
15979,1
15980,1
15981,1
15982,1
